relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
OVERLAP,PROBLEM,52589,52603,hyper-inflation,PROBLEM,52608,52623,an emphysematous,0.98865426
OVERLAP,PROBLEM,52589,52603,hyper-inflation,PROBLEM,52656,52662,factors,0.9973028
OVERLAP,PROBLEM,52608,52623,an emphysematous,PROBLEM,52656,52662,factors,0.99999833
BEFORE,PROBLEM,52707,52715,emphysema,TEST,52731,52771,high-resolution computed tomography (HRCT,0.9984465
OVERLAP,TEST,52791,52823,interlobar collateral ventilation,TEST,52837,52853,fissure integrity,0.9984322
OVERLAP,TEST,52791,52823,interlobar collateral ventilation,TEST,52858,52861,HRCT,1.0
OVERLAP,TEST,52837,52853,fissure integrity,TEST,52858,52861,HRCT,1.0
OVERLAP,TEST,52837,52853,fissure integrity,TEST,52866,52889,physiological assessment,0.99999976
OVERLAP,TEST,52858,52861,HRCT,TEST,52866,52889,physiological assessment,1.0
BEFORE,TEST,52858,52861,HRCT,TEST,52892,52919,endoscopic balloon occlusion,0.9549925
OVERLAP,TEST,52858,52861,HRCT,TEST,52925,52939,flow assessment,0.9091566
OVERLAP,TEST,52858,52861,HRCT,TREATMENT,52943,52959,local proficiency,0.9861384
OVERLAP,TEST,52866,52889,physiological assessment,TEST,52892,52919,endoscopic balloon occlusion,0.9795985
OVERLAP,TEST,52866,52889,physiological assessment,TEST,52925,52939,flow assessment,0.9999416
OVERLAP,TEST,52866,52889,physiological assessment,TREATMENT,52943,52959,local proficiency,0.9999918
OVERLAP,TEST,52892,52919,endoscopic balloon occlusion,TEST,52925,52939,flow assessment,0.9999999
OVERLAP,TEST,52892,52919,endoscopic balloon occlusion,TREATMENT,53015,53035,provider preferences”,0.9509864
OVERLAP,TEST,52925,52939,flow assessment,TREATMENT,52943,52959,local proficiency,0.99984264
OVERLAP,TEST,52925,52939,flow assessment,TREATMENT,53015,53035,provider preferences”,0.92628855
OVERLAP,TREATMENT,52943,52959,local proficiency,TREATMENT,52983,52996,the procedures,0.9999989
OVERLAP,PROBLEM,53091,53128,heterogeneous or homogeneous emphysema,PROBLEM,53146,53171,hyper-inflation refractory,1.0
OVERLAP,PROBLEM,53146,53171,hyper-inflation refractory,TREATMENT,53176,53197,optimized medical care,0.9999105
OVERLAP,PROBLEM,53146,53171,hyper-inflation refractory,TREATMENT,53200,53207,surgical,0.96683335
OVERLAP,TREATMENT,53176,53197,optimized medical care,TREATMENT,53200,53207,surgical,0.9935514
OVERLAP,TREATMENT,53176,53197,optimized medical care,TREATMENT,53212,53230,bronchoscopic modes,0.99975866
OVERLAP,TREATMENT,53176,53197,optimized medical care,TREATMENT,53235,53255,lung volume reduction,0.989618
OVERLAP,TREATMENT,53200,53207,surgical,TREATMENT,53212,53230,bronchoscopic modes,1.0
OVERLAP,TREATMENT,53200,53207,surgical,TREATMENT,53235,53255,lung volume reduction,0.9866441
OVERLAP,TREATMENT,53200,53207,surgical,TREATMENT,53264,53289,endobronchial 1-way valves,0.99996877
OVERLAP,TREATMENT,53212,53230,bronchoscopic modes,TREATMENT,53235,53255,lung volume reduction,1.0
OVERLAP,TREATMENT,53212,53230,bronchoscopic modes,TREATMENT,53264,53289,endobronchial 1-way valves,0.99999404
OVERLAP,TREATMENT,53235,53255,lung volume reduction,TREATMENT,53264,53289,endobronchial 1-way valves,0.91170967
OVERLAP,TREATMENT,53264,53289,endobronchial 1-way valves,TREATMENT,53294,53303,lung coils,1.0
OVERLAP,PROBLEM,53405,53430,end-expiratory lung volume,OCCURRENCE,53465,53477,health status,0.99066365
OVERLAP,PROBLEM,53405,53430,end-expiratory lung volume,OCCURRENCE,53483,53495,lung function,0.93206567
OVERLAP,OCCURRENCE,53465,53477,health status,OCCURRENCE,53483,53495,lung function,1.0
OVERLAP,OCCURRENCE,53465,53477,health status,DATE,53500,53513,6 to 12 months,0.95654523
AFTER,DATE,53500,53513,6 to 12 months,TREATMENT,53525,53533,treatment,0.9999982
AFTER,DATE,53601,53613,"June 29, 2018",TREATMENT,53701,53713,the treatment,0.99202794
OVERLAP,TREATMENT,53633,53662,the Zephyr Endobronchial Valve,TREATMENT,53665,53676,Zephyr Valve,0.99997973
OVERLAP,TREATMENT,53701,53713,the treatment,PROBLEM,53718,53737,breathing difficulty,0.99999917
OVERLAP,PROBLEM,53718,53737,breathing difficulty,PROBLEM,53755,53770,severe emphysema,0.99998844
OVERLAP,TREATMENT,53774,53796,The Zephyr Valve device,PROBLEM,53924,53937,active smokers,0.9999846
BEFORE,PROBLEM,53873,53880,allergic,TREATMENT,53885,53891,nitinol,0.99848455
OVERLAP,PROBLEM,53873,53880,allergic,TREATMENT,53894,53899,nickel,0.9999999
OVERLAP,PROBLEM,53873,53880,allergic,TREATMENT,53902,53909,titanium,0.9957212
OVERLAP,TREATMENT,53885,53891,nitinol,TREATMENT,53894,53899,nickel,1.0
OVERLAP,TREATMENT,53885,53891,nitinol,TREATMENT,53902,53909,titanium,1.0
OVERLAP,TREATMENT,53885,53891,nitinol,TREATMENT,53914,53921,silicone,0.99999964
OVERLAP,TREATMENT,53894,53899,nickel,TREATMENT,53902,53909,titanium,1.0
OVERLAP,TREATMENT,53894,53899,nickel,TREATMENT,53914,53921,silicone,0.9951493
OVERLAP,TREATMENT,53902,53909,titanium,TREATMENT,53914,53921,silicone,0.9999932
OVERLAP,TREATMENT,54008,54015,Patients,PROBLEM,54068,54087,large bubbles of air,0.99112517
BEFORE,TREATMENT,54008,54015,Patients,OCCURRENCE,54125,54133,responded,0.97599345
OVERLAP,PROBLEM,54030,54050,major lung procedures,PROBLEM,54053,54065,heart disease,0.9995084
OVERLAP,PROBLEM,54030,54050,major lung procedures,PROBLEM,54068,54087,large bubbles of air,0.9987054
OVERLAP,PROBLEM,54053,54065,heart disease,PROBLEM,54068,54087,large bubbles of air,0.99999976
AFTER,PROBLEM,54068,54087,large bubbles of air,OCCURRENCE,54162,54165,talk,0.9893412
AFTER,OCCURRENCE,54125,54133,responded,OCCURRENCE,54162,54165,talk,0.9996105
OVERLAP,TREATMENT,54138,54153,other treatments,OCCURRENCE,54162,54165,talk,0.9896408
OVERLAP,PROBLEM,54434,54449,severe emphysema,TREATMENT,54497,54520,pulmonary rehabilitation,0.9914693
OVERLAP,OCCURRENCE,54467,54480,feeling better,TREATMENT,54490,54494,drugs,0.998187
OVERLAP,OCCURRENCE,54467,54480,feeling better,TREATMENT,54497,54520,pulmonary rehabilitation,0.99999917
OVERLAP,OCCURRENCE,54467,54480,feeling better,TREATMENT,54527,54540,oxygen therapy,0.99975735
OVERLAP,TREATMENT,54490,54494,drugs,TREATMENT,54497,54520,pulmonary rehabilitation,1.0
OVERLAP,TREATMENT,54497,54520,pulmonary rehabilitation,TREATMENT,54527,54540,oxygen therapy,0.9999969
BEFORE,PROBLEM,54580,54583,COPD,PROBLEM,54615,54623,morbidity,0.9924298
BEFORE,TEST,54885,54887,SVS,TREATMENT,54902,54922,standard medical care,0.99753976
OVERLAP,TEST,54885,54887,SVS,PROBLEM,54927,54930,COPD,0.99978465
OVERLAP,TREATMENT,54902,54922,standard medical care,PROBLEM,54927,54930,COPD,0.99999833
BEFORE,TREATMENT,54902,54922,standard medical care,PROBLEM,54946,54961,severe emphysema,0.99999917
OVERLAP,PROBLEM,54927,54930,COPD,PROBLEM,54946,54961,severe emphysema,1.0
OVERLAP,PROBLEM,54979,55004,severe airflow obstruction,PROBLEM,55007,55021,hyper-inflation,1.0
OVERLAP,PROBLEM,54979,55004,severe airflow obstruction,PROBLEM,55028,55041,severe dyspnea,1.0
OVERLAP,PROBLEM,55007,55021,hyper-inflation,PROBLEM,55028,55041,severe dyspnea,1.0
OVERLAP,PROBLEM,55028,55041,severe dyspnea,PROBLEM,55048,55075,interlobar fissure integrity,0.99999976
BEFORE,PROBLEM,55048,55075,interlobar fissure integrity,TEST,55082,55090,evaluated,0.99662906
OVERLAP,TEST,55082,55090,evaluated,OCCURRENCE,55096,55105,enrollment,0.9993242
OVERLAP,TREATMENT,55186,55204,the treatment group,TREATMENT,55207,55216,SVS valves,0.969765
OVERLAP,TREATMENT,55186,55204,the treatment group,TREATMENT,55245,55261,the control group,0.9905822
OVERLAP,TREATMENT,55207,55216,SVS valves,TREATMENT,55222,55239,medical management,0.9993193
BEFORE,TREATMENT,55207,55216,SVS valves,TREATMENT,55245,55261,the control group,0.9151198
OVERLAP,TEST,55292,55320,The 3-month primary end-point,EVIDENTIAL,55322,55327,showed,1.0
BEFORE,EVIDENTIAL,55322,55327,showed,OCCURRENCE,55343,55365,significant improvement,0.966972
OVERLAP,EVIDENTIAL,55322,55327,showed,OCCURRENCE,55370,55373,FEV1,0.9999386
OVERLAP,EVIDENTIAL,55322,55327,showed,TREATMENT,55410,55426,the control group,0.94276553
OVERLAP,OCCURRENCE,55343,55365,significant improvement,OCCURRENCE,55370,55373,FEV1,0.99746823
AFTER,OCCURRENCE,55343,55365,significant improvement,TREATMENT,55378,55396,the treatment group,0.9946426
AFTER,OCCURRENCE,55343,55365,significant improvement,TREATMENT,55410,55426,the control group,0.9829541
OVERLAP,OCCURRENCE,55370,55373,FEV1,TREATMENT,55378,55396,the treatment group,0.9784117
AFTER,OCCURRENCE,55370,55373,FEV1,TREATMENT,55410,55426,the control group,0.9999957
AFTER,TREATMENT,55378,55396,the treatment group,TREATMENT,55410,55426,the control group,0.90423024
OVERLAP,DURATION,55601,55608,3 months,OCCURRENCE,55611,55621,mean change,0.999995
OVERLAP,OCCURRENCE,55686,55702,Exercise function,TREATMENT,55708,55719,QOL measures,1.0
OVERLAP,OCCURRENCE,55686,55702,Exercise function,TREATMENT,55733,55751,the treatment group,0.9979296
OVERLAP,OCCURRENCE,55686,55702,Exercise function,EVIDENTIAL,55758,55763,showed,1.0
OVERLAP,OCCURRENCE,55686,55702,Exercise function,PROBLEM,55765,55779,a deterioration,0.9956547
AFTER,TREATMENT,55708,55719,QOL measures,TREATMENT,55733,55751,the treatment group,0.92919993
OVERLAP,TREATMENT,55708,55719,QOL measures,EVIDENTIAL,55758,55763,showed,1.0
OVERLAP,TREATMENT,55708,55719,QOL measures,PROBLEM,55765,55779,a deterioration,0.9743815
BEFORE,OCCURRENCE,55721,55728,improved,TREATMENT,55733,55751,the treatment group,0.99979275
OVERLAP,OCCURRENCE,55721,55728,improved,EVIDENTIAL,55758,55763,showed,0.9968496
OVERLAP,OCCURRENCE,55721,55728,improved,PROBLEM,55765,55779,a deterioration,0.98832333
OVERLAP,TREATMENT,55733,55751,the treatment group,EVIDENTIAL,55758,55763,showed,1.0
BEFORE,EVIDENTIAL,55758,55763,showed,PROBLEM,55765,55779,a deterioration,0.9989717
OVERLAP,PROBLEM,55804,55817,The serious AE,TEST,55825,55828,rate,1.0
OVERLAP,PROBLEM,55804,55817,The serious AE,TREATMENT,55842,55860,the treatment group,0.99490094
OVERLAP,PROBLEM,55820,55822,SAE,TEST,55825,55828,rate,1.0
OVERLAP,PROBLEM,55820,55822,SAE,TREATMENT,55842,55860,the treatment group,0.99362916
OVERLAP,TEST,55825,55828,rate,TREATMENT,55842,55860,the treatment group,0.9999999
OVERLAP,TEST,55825,55828,rate,TREATMENT,55876,55892,the control group,0.99999845
OVERLAP,PROBLEM,55916,55919,SAEs,PROBLEM,55926,55944,acute exacerbations,0.9993187
OVERLAP,PROBLEM,55916,55919,SAEs,PROBLEM,55949,55952,COPD,1.0
OVERLAP,PROBLEM,55926,55944,acute exacerbations,PROBLEM,55949,55952,COPD,1.0
OVERLAP,PROBLEM,55981,55987,1 death,TREATMENT,55992,56008,the control group,0.9928532
AFTER,PROBLEM,55981,55987,1 death,OCCURRENCE,56017,56022,deaths,0.96183395
AFTER,TREATMENT,55992,56008,the control group,OCCURRENCE,56017,56022,deaths,0.967245
OVERLAP,TREATMENT,55992,56008,the control group,TREATMENT,56027,56045,the treatment group,0.9999254
OVERLAP,TEST,56076,56082,the SVS,TREATMENT,56095,56110,a novel approach,0.9993693
OVERLAP,TEST,56076,56082,the SVS,TREATMENT,56116,56128,the treatment,0.99979573
OVERLAP,TREATMENT,56095,56110,a novel approach,TREATMENT,56116,56128,the treatment,0.999
BEFORE,TREATMENT,56095,56110,a novel approach,PROBLEM,56133,56148,severe emphysema,0.9160882
OVERLAP,TREATMENT,56116,56128,the treatment,PROBLEM,56133,56148,severe emphysema,0.9993205
BEFORE,PROBLEM,56423,56445,heterogeneous emphysema,TREATMENT,56470,56472,SVS,0.99994266
OVERLAP,TREATMENT,56470,56472,SVS,TREATMENT,56479,56496,medical management,0.9720473
BEFORE,TREATMENT,56470,56472,SVS,TREATMENT,56499,56507,treatment,1.0
OVERLAP,OCCURRENCE,56682,56691,difference,OCCURRENCE,56696,56715,FEV1 responder rates,0.99773324
OVERLAP,OCCURRENCE,56682,56691,difference,PROBLEM,56780,56786,dyspnea,0.9978537
OVERLAP,OCCURRENCE,56682,56691,difference,OCCURRENCE,56793,56809,exercise capacity,0.954245
OVERLAP,OCCURRENCE,56718,56745,target lobe volume reduction,OCCURRENCE,56748,56762,hyper-inflation,0.9290311
OVERLAP,OCCURRENCE,56718,56745,target lobe volume reduction,PROBLEM,56780,56786,dyspnea,0.95463276
OVERLAP,OCCURRENCE,56718,56745,target lobe volume reduction,OCCURRENCE,56793,56809,exercise capacity,0.9721386
OVERLAP,OCCURRENCE,56765,56777,health status,PROBLEM,56780,56786,dyspnea,1.0
OVERLAP,OCCURRENCE,56765,56777,health status,OCCURRENCE,56793,56809,exercise capacity,1.0
OVERLAP,PROBLEM,56780,56786,dyspnea,OCCURRENCE,56793,56809,exercise capacity,1.0
OVERLAP,OCCURRENCE,56813,56838,The primary safety outcome,PROBLEM,56861,56882,composite thoracic SAE,0.9965526
OVERLAP,PROBLEM,56976,56989,the difference,TREATMENT,56999,57007,treatment,0.99895215
AFTER,TIME,57036,57047,October 2013,DATE,57053,57060,May 2017,0.9864883
OVERLAP,TEST,57189,57197,Mean FEV1,EVIDENTIAL,57199,57204,showed,1.0
BEFORE,EVIDENTIAL,57199,57204,showed,OCCURRENCE,57206,57243,statistically significant improvements,1.0
OVERLAP,OCCURRENCE,57206,57243,statistically significant improvements,TREATMENT,57253,57265,the treatment,0.9999999
OVERLAP,TREATMENT,57253,57265,the treatment,PROBLEM,57279,57311,groups - between-group difference,0.99998355
OVERLAP,PROBLEM,57279,57311,groups - between-group difference,DURATION,57316,57330,6 and 12 months,1.0
OVERLAP,OCCURRENCE,57472,57509,statistically significant improvements,TEST,57514,57537,all secondary end-points,0.9107328
AFTER,DURATION,57594,57601,6 months,TREATMENT,57618,57636,the treatment group,0.99354726
BEFORE,EVIDENTIAL,57736,57744,concluded,PROBLEM,57768,57797,severe heterogeneous emphysema,1.0
OVERLAP,TEST,57800,57806,the SVS,EVIDENTIAL,57808,57813,showed,1.0
BEFORE,TEST,57800,57806,the SVS,OCCURRENCE,57815,57837,significant improvement,0.9999883
OVERLAP,TEST,57800,57806,the SVS,OCCURRENCE,57875,57902,an acceptable safety profile,0.99325365
BEFORE,EVIDENTIAL,57808,57813,showed,OCCURRENCE,57815,57837,significant improvement,1.0
OVERLAP,TEST,58005,58017,a prospective,TEST,58020,58035,randomized study,0.9998233
OVERLAP,TEST,58005,58017,a prospective,TEST,58038,58061,Takamochi and associates,0.9995295
OVERLAP,TEST,58005,58017,a prospective,TEST,58070,58077,examined,0.9998727
OVERLAP,TEST,58020,58035,randomized study,TEST,58038,58061,Takamochi and associates,1.0
OVERLAP,TEST,58020,58035,randomized study,TEST,58070,58077,examined,0.99938965
OVERLAP,TEST,58038,58061,Takamochi and associates,TEST,58070,58077,examined,0.9834494
OVERLAP,TEST,58038,58061,Takamochi and associates,TREATMENT,58162,58208,a traditional thoracic drainage system (group T,0.99992263
OVERLAP,TEST,58070,58077,examined,TREATMENT,58162,58208,a traditional thoracic drainage system (group T,0.9978021
AFTER,TREATMENT,58214,58234,chest tube management,TREATMENT,58246,58268,anatomic lung resection,1.0
BEFORE,TREATMENT,58272,58279,Patients,TREATMENT,58302,58314,segmentectomy,1.0
BEFORE,TREATMENT,58272,58279,Patients,TREATMENT,58319,58327,lobectomy,0.99999475
OVERLAP,TREATMENT,58302,58314,segmentectomy,TREATMENT,58319,58327,lobectomy,1.0
AFTER,TREATMENT,58302,58314,segmentectomy,TREATMENT,58366,58372,surgery,0.9974166
AFTER,TREATMENT,58302,58314,segmentectomy,CLINICAL_DEPT,58377,58383,group D,0.9958996
AFTER,TREATMENT,58319,58327,lobectomy,CLINICAL_DEPT,58377,58383,group D,0.9862785
BEFORE,TREATMENT,58366,58372,surgery,CLINICAL_DEPT,58377,58383,group D,0.99144346
OVERLAP,OCCURRENCE,58497,58510,smoking status,PROBLEM,58529,58537,emphysema,1.0
OVERLAP,PROBLEM,58529,58537,emphysema,PROBLEM,58546,58582,chronic obstructive pulmonary disease,1.0
OVERLAP,TEST,58586,58606,The primary end-point,TREATMENT,58628,58647,chest tube placement,0.98929137
OVERLAP,TEST,58986,59002,subgroup analyses,PROBLEM,59028,59050,post-operative air leak,0.9994741
BEFORE,EVIDENTIAL,59315,59323,concluded,TREATMENT,59341,59374,a digital thoracic drainage system,0.9987398
OVERLAP,TREATMENT,59408,59427,chest tube placement,TREATMENT,59446,59483,a traditional thoracic drainage system,0.92769873
OVERLAP,TREATMENT,59556,59567,several RCTs,TEST,59573,59593,observational studies,0.9999999
BEFORE,TEST,59791,59796,PubMed,TREATMENT,59828,59831,RCTs,0.9659959
OVERLAP,TEST,59802,59822,observational studies,TREATMENT,59828,59831,RCTs,1.0
OVERLAP,TREATMENT,59828,59831,RCTs,TREATMENT,59861,59889,digital chest drainage system,0.99999
AFTER,TREATMENT,59896,59928,traditional chest drainage system,TREATMENT,59936,59954,pulmonary resection,1.0
AFTER,PROBLEM,60176,60193,prolonged air leak,TEST,60202,60210,RR = 0.54,0.99893266
BEFORE,PROBLEM,60878,60890,Complications,TREATMENT,60898,60916,Pulmonary Resection,0.9943698
OVERLAP,TREATMENT,61069,61082,lung resection,PROBLEM,61102,61112,lung cancer,0.99985385
OVERLAP,TREATMENT,61215,61225,antibiotics,TREATMENT,61231,61239,mortality,0.99999976
OVERLAP,TREATMENT,61215,61225,antibiotics,TREATMENT,61261,61274,the prevention,0.99974304
AFTER,TREATMENT,61215,61225,antibiotics,PROBLEM,61279,61316,post-operative pulmonary complications,0.94921887
OVERLAP,TREATMENT,61320,61361,Non-invasive positive pressure ventilation,TREATMENT,61364,61368,NIPPV,1.0
OVERLAP,PROBLEM,61439,61461,pulmonary complications,OCCURRENCE,61467,61475,mortality,0.99708086
OVERLAP,OCCURRENCE,61509,61525,a Cochrane review,CLINICAL_DEPT,61528,61544,these researchers,0.9574877
AFTER,TREATMENT,61588,61592,NIPPV,PROBLEM,61609,61621,complications,0.95732725
OVERLAP,PROBLEM,61609,61621,complications,TREATMENT,61645,61663,pulmonary resection,0.99994195
OVERLAP,PROBLEM,61609,61621,complications,PROBLEM,61669,61679,lung cancer,0.9992774
OVERLAP,TREATMENT,61645,61663,pulmonary resection,PROBLEM,61669,61679,lung cancer,0.9175221
OVERLAP,OCCURRENCE,61697,61725,the Cochrane Central Register,TEST,61730,61755,Controlled Trials (CENTRAL,0.9998865
OVERLAP,TEST,61759,61765,Medline,CLINICAL_DEPT,61776,61781,LILACS,1.0
OVERLAP,TEST,61759,61765,Medline,CLINICAL_DEPT,61787,61791,PEDro,0.9999999
OVERLAP,CLINICAL_DEPT,61776,61781,LILACS,CLINICAL_DEPT,61787,61791,PEDro,1.0
BEFORE,CLINICAL_DEPT,61776,61781,LILACS,DATE,61799,61815,"December 21, 2018",1.0
BEFORE,CLINICAL_DEPT,61787,61791,PEDro,DATE,61799,61815,"December 21, 2018",1.0
OVERLAP,TREATMENT,61860,61878,These investigators,TREATMENT,61904,61924,language restrictions,0.99999833
OVERLAP,TREATMENT,61904,61924,language restrictions,TEST,61929,61951,the electronic searches,0.9999956
OVERLAP,OCCURRENCE,61992,62006,relevant papers,OCCURRENCE,62012,62028,contacted experts,0.99999523
AFTER,TREATMENT,62357,62361,NIPPV,TREATMENT,62408,62426,pulmonary resection,0.99998903
OVERLAP,TREATMENT,62408,62426,pulmonary resection,TREATMENT,62452,62483,conventional respiratory therapy,0.99459404
BEFORE,OCCURRENCE,62569,62579,pooled data,TEST,62586,62607,the individual studies,0.94288975
OVERLAP,TEST,62586,62607,the individual studies,PROBLEM,62637,62658,quantitative synthesis,0.9999763
OVERLAP,PROBLEM,63120,63142,pulmonary complications,TEST,63150,63160,pooled data,0.9638861
OVERLAP,PROBLEM,63120,63142,pulmonary complications,PROBLEM,63173,63182,difference,0.9946219
OVERLAP,TEST,63150,63160,pooled data,PROBLEM,63173,63182,difference,0.99999845
OVERLAP,TEST,63150,63160,pooled data,TREATMENT,63192,63196,NIPPV,0.99390715
AFTER,TEST,63150,63160,pooled data,TREATMENT,63215,63226,intervention,0.9924359
OVERLAP,PROBLEM,63173,63182,difference,TREATMENT,63192,63196,NIPPV,0.99999416
AFTER,PROBLEM,63173,63182,difference,TREATMENT,63215,63226,intervention,0.99950564
OVERLAP,PROBLEM,63173,63182,difference,TEST,63229,63230,RR,0.9818939
AFTER,TREATMENT,63192,63196,NIPPV,TREATMENT,63215,63226,intervention,0.93586636
OVERLAP,TREATMENT,63192,63196,NIPPV,TEST,63229,63230,RR,0.94228804
AFTER,TREATMENT,63215,63226,intervention,TEST,63229,63230,RR,0.99885416
OVERLAP,TEST,63262,63270,3 studies,PROBLEM,63315,63336,significant difference,0.95620644
OVERLAP,TREATMENT,63281,63296,intubation rates,PROBLEM,63315,63336,significant difference,0.9967422
OVERLAP,PROBLEM,63315,63336,significant difference,TREATMENT,63346,63361,the intervention,0.9798091
OVERLAP,OCCURRENCE,63447,63455,mortality,TREATMENT,63474,63496,the intervention period,0.97355133
OVERLAP,PROBLEM,63513,63534,statistical difference,TEST,63573,63574,RR,0.9988397
OVERLAP,TEST,63640,63660,the subgroup analysis,TREATMENT,63674,63689,ventilatory mode,0.9999999
OVERLAP,TREATMENT,63692,63699,bi-level,PROBLEM,63708,63742,continuous positive airway pressure,1.0
OVERLAP,PROBLEM,63708,63742,continuous positive airway pressure,TREATMENT,63745,63748,CPAP,0.99999845
OVERLAP,TEST,63756,63760,study,TREATMENT,63798,63808,antibiotics,0.91282046
OVERLAP,OCCURRENCE,63844,63851,ICU stay,PROBLEM,63870,63891,significant difference,0.99935645
OVERLAP,OCCURRENCE,63844,63851,ICU stay,TREATMENT,63901,63916,the intervention,0.99862444
OVERLAP,PROBLEM,63870,63891,significant difference,TREATMENT,63901,63916,the intervention,0.9976609
OVERLAP,OCCURRENCE,64006,64018,hospital stay,TREATMENT,64068,64083,the intervention,0.9995408
OVERLAP,PROBLEM,64037,64058,significant difference,TREATMENT,64068,64083,the intervention,0.9998734
OVERLAP,PROBLEM,64171,64187,any complications,TREATMENT,64200,64204,NIPPV,0.9556723
OVERLAP,TEST,64557,64569,The new study,TREATMENT,64607,64623,the meta-analysis,0.99808985
OVERLAP,TREATMENT,64607,64623,the meta-analysis,TREATMENT,64628,64643,its intervention,0.9999379
OVERLAP,TREATMENT,64607,64623,the meta-analysis,TEST,64659,64675,the other studies,0.9186401
OVERLAP,TREATMENT,64628,64643,its intervention,TEST,64659,64675,the other studies,0.96758527
OVERLAP,TEST,64659,64675,the other studies,TREATMENT,64694,64713,post-operative NIPPV,0.99796945
OVERLAP,TEST,64768,64778,this review,EVIDENTIAL,64780,64791,demonstrated,0.99998534
AFTER,DURATION,64848,64872,the post-operative period,TREATMENT,64880,64898,pulmonary resection,0.99999964
OVERLAP,PROBLEM,64927,64949,pulmonary complications,TREATMENT,64960,64969,intubation,0.9988016
AFTER,TREATMENT,64960,64969,intubation,OCCURRENCE,64972,64980,mortality,0.96963835
OVERLAP,TREATMENT,64960,64969,intubation,TREATMENT,64983,65023,post-operative consumption of antibiotics,0.99956363
AFTER,TREATMENT,64960,64969,intubation,OCCURRENCE,65026,65043,length of ICU stay,0.98675865
OVERLAP,OCCURRENCE,64972,64980,mortality,TREATMENT,64983,65023,post-operative consumption of antibiotics,1.0
OVERLAP,OCCURRENCE,64972,64980,mortality,OCCURRENCE,65026,65043,length of ICU stay,0.9611727
OVERLAP,TREATMENT,64983,65023,post-operative consumption of antibiotics,OCCURRENCE,65026,65043,length of ICU stay,0.9987332
OVERLAP,TREATMENT,64983,65023,post-operative consumption of antibiotics,OCCURRENCE,65046,65068,length of hospital stay,0.9652756
OVERLAP,OCCURRENCE,65026,65043,length of ICU stay,OCCURRENCE,65046,65068,length of hospital stay,0.99760073
OVERLAP,OCCURRENCE,65046,65068,length of hospital stay,PROBLEM,65074,65088,adverse effects,0.9999598
OVERLAP,OCCURRENCE,65046,65068,length of hospital stay,TREATMENT,65101,65105,NIPPV,0.99995387
OVERLAP,PROBLEM,65074,65088,adverse effects,TREATMENT,65101,65105,NIPPV,0.9999654
OVERLAP,TREATMENT,65169,65178,“moderate”,TEST,65197,65207,few studies,0.9962949
OVERLAP,TREATMENT,65425,65460,Bronchoscopic Thermal Vapor Ablation,TREATMENT,65466,65478,the Treatment,1.0
OVERLAP,TREATMENT,65466,65478,the Treatment,PROBLEM,65483,65502,Upper-Lobe Emphysema,0.9999999
OVERLAP,TREATMENT,65556,65580,a less invasive procedure,TREATMENT,65587,65616,surgical lung volume reduction,0.9991468
OVERLAP,OCCURRENCE,65646,65657,improvements,PROBLEM,65722,65730,emphysema,0.9989291
OVERLAP,PROBLEM,65664,65680,reduced morbidity,PROBLEM,65722,65730,emphysema,0.9992336
OVERLAP,TREATMENT,65777,65812,bronchoscopic thermal vapor ablation,TREATMENT,65815,65818,BTVA,0.99342066
OVERLAP,TREATMENT,65777,65812,bronchoscopic thermal vapor ablation,TREATMENT,65824,65835,lung volumes,1.0
OVERLAP,TREATMENT,65777,65812,bronchoscopic thermal vapor ablation,TREATMENT,65841,65848,outcomes,0.9999933
OVERLAP,TREATMENT,65815,65818,BTVA,TREATMENT,65824,65835,lung volumes,0.9999534
OVERLAP,TREATMENT,65815,65818,BTVA,TREATMENT,65841,65848,outcomes,0.9931967
OVERLAP,TREATMENT,65824,65835,lung volumes,PROBLEM,65867,65875,emphysema,0.9999969
OVERLAP,TREATMENT,65841,65848,outcomes,PROBLEM,65867,65875,emphysema,0.9999982
OVERLAP,TEST,65879,65885,A total,PROBLEM,65907,65938,upper lobe-predominant emphysema,0.9999672
OVERLAP,DURATION,66010,66023,40 to 75 years,TEST,66026,66029,FEV1,1.0
OVERLAP,TEST,66026,66029,FEV1,TREATMENT,66068,66091,pulmonary rehabilitation,0.9987685
OVERLAP,TEST,66026,66029,FEV1,PROBLEM,66097,66117,a heterogeneity index,0.99743074
OVERLAP,TREATMENT,66068,66091,pulmonary rehabilitation,PROBLEM,66097,66117,a heterogeneity index,0.99989295
BEFORE,TREATMENT,66140,66160,lower lobe/upper lobe,TEST,66168,66171,HRCT,0.9999151
OVERLAP,TEST,66218,66221,FEV1,TEST,66224,66227,SGRQ,1.0
OVERLAP,TEST,66218,66221,FEV1,TEST,66230,66233,6MWD,1.0
OVERLAP,TEST,66218,66221,FEV1,TEST,66236,66247,MMRC dyspnea,1.0
BEFORE,TEST,66218,66221,FEV1,TEST,66249,66253,score,0.948022
OVERLAP,TEST,66218,66221,FEV1,TEST,66260,66273,hyperinflation,1.0
OVERLAP,TEST,66224,66227,SGRQ,TEST,66230,66233,6MWD,1.0
OVERLAP,TEST,66224,66227,SGRQ,TEST,66236,66247,MMRC dyspnea,0.9999999
OVERLAP,TEST,66224,66227,SGRQ,TEST,66249,66253,score,0.99992585
OVERLAP,TEST,66224,66227,SGRQ,TEST,66260,66273,hyperinflation,1.0
